Route_ID,Route_Name,Action_Taken,New_Route_ID,Route_KM,Route_Type,OSRM_Duration_S,Cycle_Time_Min,Congestion_Zone,N_Stops_Estimated,Stop_Penalty_Min,Sharp_Turns,Junction_Penalty_Min,Pop_Score,POI_Score,Road_Multiplier,Final_CDI,Social_Flag,Priority_Band,Headway_Min,Fleet_Required,HPV_Count,MPV_Count,CMP_Trunk,CMP_Route_ID,Population_Served,HV_POI_Count,Overlap_Metric,Geo_Source,Map_File
R0605,PALOURA ↔ CHIRI KANA CHAK,RETAINED_AS_FEEDER,FDR-311,17.32,Peri_Urban,1218.6,208.2,City_Core,34,51.0,6,3.0,0.4566,0.0121,0.75,0.1758,False,LP,60,4,0,4,False,,804,1,0.0569,OSRM,route_maps/FDR-311.html
R0607,PALOURA ↔ CHOUNI CHACK,RETAINED_AS_FEEDER,FDR-109,22.725,Peri_Urban,1459.1,265.4,City_Core,45,67.5,9,4.5,0.8087,0.1025,0.75,0.3417,True,MP,30,9,0,9,False,,541,12,0.1067,OSRM,route_maps/FDR-109.html
R0608,PALOURA ↔ JASWAN,RETAINED_AS_FEEDER,FDR-350,15.761,Peri_Urban,1408.6,217.7,City_Core,31,46.5,11,5.5,0.2788,0.0199,0.75,0.112,False,LP,60,4,0,4,False,,445,2,0.0321,OSRM,route_maps/FDR-350.html
R0610,PALOURA ↔ PARWAHA SAHZADPUR,RETAINED_AS_FEEDER,FDR-249,37.3,Peri_Urban,2414.0,428.9,City_Core,74,111.0,7,3.5,0.5522,0.0632,0.75,0.2308,True,MP,30,15,0,15,False,,627,12,0.0641,OSRM,route_maps/FDR-249.html
R0611,PALOURA ↔ SUNDWAN,RETAINED_AS_FEEDER,FDR-138,14.643,Urban,1285.4,196.6,City_Core,29,43.5,6,3.0,0.7435,0.0965,0.75,0.315,True,MP,30,7,0,7,False,,289,7,0.0649,OSRM,route_maps/FDR-138.html
R0612,PALOURA ↔ HALKA MARH,RETAINED_AS_FEEDER,FDR-331,12.119,Urban,945.0,158.4,City_Core,24,36.0,9,4.5,0.359,0.0259,0.75,0.1443,False,LP,60,3,0,3,False,,431,2,0.0389,OSRM,route_maps/FDR-331.html
R0614,PALOURA ↔ AKALPUR PATNYAL,RETAINED_AS_FEEDER,FDR-308,8.835,Urban,777.7,121.9,City_Core,17,25.5,8,4.0,0.4528,0.0207,0.75,0.1776,False,LP,60,3,0,3,False,,383,1,0.0425,OSRM,route_maps/FDR-308.html
R0615,PALOURA ↔ SAHZATPUR,RETAINED_AS_FEEDER,FDR-298,54.466,Regional_District,3694.4,643.8,City_Core,108,162.0,15,7.5,0.4472,0.0471,0.75,0.1854,True,MP,90,8,0,8,False,,730,13,0.0616,OSRM,route_maps/FDR-298.html
R0616,PALOURA ↔ CHOWANA CHACK,RETAINED_AS_FEEDER,FDR-309,8.835,Urban,777.7,121.9,City_Core,17,25.5,8,4.0,0.4528,0.0207,0.75,0.1776,False,LP,60,3,0,3,False,,383,1,0.0425,OSRM,route_maps/FDR-309.html
R0617,PALOURA TO ↔ RAIPUR SUNDWAN,RETAINED_AS_FEEDER,FDR-263,10.204,Urban,1074.5,153.6,City_Core,20,30.0,8,4.0,0.5271,0.0564,0.75,0.2188,True,MP,30,6,0,6,False,,255,3,0.0447,OSRM,route_maps/FDR-263.html
R0618,PALURA ↔ CHOUANE CHAK,RETAINED_AS_FEEDER,FDR-310,8.835,Urban,777.7,121.9,City_Core,17,25.5,8,4.0,0.4528,0.0207,0.75,0.1776,False,LP,60,3,0,3,False,,383,1,0.0425,OSRM,route_maps/FDR-310.html
R0619,PANJHIRTHI ↔ TRIKUTA NAGAR,RETAINED_AS_FEEDER,FDR-025,7.193,Urban,543.9,96.0,City_Core,14,21.0,9,4.5,0.9517,0.2511,0.75,0.451,True,MP,30,4,0,4,False,,189,7,0.104,OSRM,route_maps/FDR-025.html
R0621,PANJTERTHI ↔ SIDHRA,RETAINED_AS_FEEDER,FDR-313,9.719,Urban,577.2,108.3,City_Core,19,28.5,3,1.5,0.3854,0.062,0.75,0.1678,False,LP,60,2,0,2,False,,280,4,0.0456,OSRM,route_maps/FDR-313.html
R0623,PANJTERTHI ↔ TAWI VIHAR SIDHRA,RETAINED_AS_FEEDER,FDR-465,2.927,Urban,207.1,33.9,City_Core,5,7.5,2,1.0,0.1252,0.0984,0.75,0.0839,False,LP,60,2,0,2,False,,75,2,0.0559,OSRM,route_maps/FDR-465.html
R0626,PANJTHIRTHI ↔ NH GREATER KAILASH,RETAINED_AS_FEEDER,FDR-047,13.167,Urban,768.5,144.4,City_Core,26,39.0,2,1.0,0.9505,0.1253,0.75,0.4034,True,MP,30,5,0,5,False,,332,7,0.1487,OSRM,route_maps/FDR-047.html
R0628,PANJTHIRTHI ↔ MUTHI BARNAI BANTALAB,RETAINED_AS_FEEDER,FDR-103,7.93,Urban,551.3,96.5,City_Core,15,22.5,6,3.0,0.8073,0.1288,0.75,0.351,False,MP,30,4,0,4,False,,171,6,0.181,OSRM,route_maps/FDR-103.html
R0629,PANJTHIRTHI ↔ TALABTILLO,RETAINED_AS_FEEDER,FDR-466,4.997,Urban,365.0,58.7,City_Core,9,13.5,2,1.0,0.9292,0.262,0.75,0.4467,False,MP,30,2,0,2,False,,107,8,0.1929,OSRM,route_maps/FDR-466.html
R0630,PANJTHIRTHI ↔ TALABTILLO,RETAINED_AS_FEEDER,FDR-467,4.997,Urban,365.0,58.7,City_Core,9,13.5,2,1.0,0.9292,0.262,0.75,0.4467,False,MP,30,2,0,2,False,,107,8,0.1929,OSRM,route_maps/FDR-467.html
R0635,PANJTHIRTHI ↔ TALABTILLO,RETAINED_AS_FEEDER,FDR-062,5.126,Urban,383.1,64.4,City_Core,10,15.0,3,1.5,0.9536,0.0868,0.75,0.3902,True,MP,30,3,0,3,False,,128,2,0.0999,OSRM,route_maps/FDR-062.html
R0643,PANJTHIRTHI ↔ BAJALTA RAILWAY STATION,RETAINED_AS_FEEDER,FDR-371,93.436,Regional_District,5141.2,1005.1,City_Core,186,279.0,13,6.5,0.1605,0.0199,0.75,0.0676,True,MP,90,12,0,12,False,,472,9,0.0467,OSRM,route_maps/FDR-371.html
R0644,PANJTHIRTHI ↔ JAGTI,RETAINED_AS_FEEDER,FDR-404,14.748,Urban,1262.3,202.6,City_Core,29,43.5,13,6.5,0.0616,0.0195,0.75,0.0304,False,LP,60,4,0,4,False,,223,2,0.0292,OSRM,route_maps/FDR-404.html
R0646,PANJTHIRTHI ↔ SATWARI GANGYAL,RETAINED_AS_FEEDER,FDR-147,8.018,Urban,652.3,103.9,City_Core,16,24.0,3,1.5,0.707,0.0947,0.75,0.3006,False,MP,30,4,0,4,False,,358,5,0.0563,OSRM,route_maps/FDR-147.html
R0650,PANJTHIRTHI(CIRCULAR RD NAKA) ↔ RANGOORA,RETAINED_AS_FEEDER,FDR-314,9.719,Urban,577.2,108.3,City_Core,19,28.5,3,1.5,0.3854,0.062,0.75,0.1678,False,LP,60,2,0,2,False,,280,4,0.0456,OSRM,route_maps/FDR-314.html
R0652,PANJTHIRTHI KOOPER ↔ BAJALTA,RETAINED_AS_FEEDER,FDR-375,10.309,Urban,683.0,120.5,City_Core,20,30.0,4,2.0,0.1375,0.0305,0.75,0.063,False,LP,60,3,0,3,False,,250,2,0.0344,OSRM,route_maps/FDR-375.html
R0654,PANJTIRTHI ↔ GOLE GUJRAL,RETAINED_AS_FEEDER,FDR-037,7.146,Urban,584.8,94.6,City_Core,14,21.0,5,2.5,0.9342,0.1832,0.75,0.419,False,MP,30,4,0,4,False,,151,8,0.1426,OSRM,route_maps/FDR-037.html
R0656,PANJTIRTHI ↔ TALAB TILLO,RETAINED_AS_FEEDER,FDR-114,9.225,Urban,753.2,123.4,City_Core,18,27.0,8,4.0,0.7332,0.1618,0.75,0.3356,False,MP,30,5,0,5,False,,156,9,0.1345,OSRM,route_maps/FDR-114.html
R0663,PANJTIRTHI ↔ TALAB TILLO BOHRI GOLE PULLI,RETAINED_AS_FEEDER,FDR-468,4.516,Urban,403.6,63.7,City_Core,9,13.5,4,2.0,1.0,0.0638,0.75,0.3989,False,MP,30,3,0,3,False,,119,1,0.0977,OSRM,route_maps/FDR-468.html
R0665,PANJTIRTHI ↔ GOLE PULLI TALAB TILLO BOHRI,RETAINED_AS_FEEDER,FDR-469,4.516,Urban,403.6,63.7,City_Core,9,13.5,4,2.0,1.0,0.0638,0.75,0.3989,False,MP,30,3,0,3,False,,119,1,0.0977,OSRM,route_maps/FDR-469.html
R0669,PANJTIRTHI ↔ KUNJWANI TALAB,RETAINED_AS_FEEDER,FDR-169,20.375,Peri_Urban,1449.7,248.2,City_Core,40,60.0,9,4.5,0.7089,0.0527,0.75,0.2856,True,MP,30,9,0,9,False,,358,5,0.1189,OSRM,route_maps/FDR-169.html
R0671,PANJTIRTHI ↔ KHANA CHARGAL,RETAINED_AS_FEEDER,FDR-086,18.834,Peri_Urban,1160.7,210.5,City_Core,37,55.5,3,1.5,0.8707,0.1251,0.75,0.3734,True,MP,30,8,0,8,False,,437,12,0.1306,OSRM,route_maps/FDR-086.html
R0674,PANJTIRTHI ↔ CHHIBA BAMYAL,RETAINED_AS_FEEDER,FDR-408,25.933,Peri_Urban,2816.6,377.1,City_Core,51,76.5,2,1.0,0.0188,0.0111,0.75,0.0112,False,LP,60,7,0,7,False,,256,2,0.0158,OSRM,route_maps/FDR-408.html
R0676,PANJTIRTHI ↔ PANJGRAIN,RETAINED_AS_FEEDER,FDR-393,11.91,Urban,903.8,146.6,City_Core,23,34.5,4,2.0,0.0878,0.0242,0.75,0.042,False,LP,60,3,0,3,False,,218,2,0.0309,OSRM,route_maps/FDR-393.html
R0677,PANJTIRTHI ↔ POLICE POST POUNICHAK,RETAINED_AS_FEEDER,FDR-022,6.974,Urban,475.5,81.1,City_Core,13,19.5,3,1.5,1.0,0.2177,0.75,0.4566,False,MP,30,3,0,3,False,,157,9,0.1525,OSRM,route_maps/FDR-022.html
R0679,PANJTIRTHI ↔ JAGTI CAMP,RETAINED_AS_FEEDER,FDR-366,16.445,Peri_Urban,1294.9,209.4,City_Core,32,48.0,8,4.0,0.1622,0.0271,0.75,0.071,False,LP,60,4,0,4,False,,442,3,0.0225,OSRM,route_maps/FDR-366.html
R0680,PANJTIRTHI ↔ DIGIANA PULLI,RETAINED_AS_FEEDER,FDR-034,8.518,Urban,615.1,103.4,City_Core,17,25.5,2,1.0,0.9791,0.169,0.75,0.4305,True,MP,30,4,0,4,False,,230,6,0.1037,OSRM,route_maps/FDR-034.html
R0681,PANJTIRTHI ↔ SANDHI DHOON,RETAINED_AS_FEEDER,FDR-389,15.126,Peri_Urban,1033.7,177.0,City_Core,30,45.0,2,1.0,0.1038,0.0208,0.75,0.0467,False,LP,60,3,0,3,False,,306,2,0.0301,OSRM,route_maps/FDR-389.html
R0682,PANJTIRTHI ↔ FAWARA CHOWK GREATER KAILASH,RETAINED_AS_FEEDER,FDR-049,18.094,Peri_Urban,1238.7,227.2,City_Core,36,54.0,16,8.0,0.9126,0.1577,0.75,0.4014,True,MP,30,8,0,8,False,,438,12,0.1058,OSRM,route_maps/FDR-049.html
R0683,PANJTIRTHI ↔ CHALNI,RETAINED_AS_FEEDER,FDR-402,17.776,Peri_Urban,1340.4,217.1,City_Core,35,52.5,3,1.5,0.0762,0.0177,0.75,0.0352,False,LP,60,4,0,4,False,,300,2,0.0276,OSRM,route_maps/FDR-402.html
R0688,PANJTIRTHI ↔ JAGTI CAMP,RETAINED_AS_FEEDER,FDR-394,11.91,Urban,903.8,146.6,City_Core,23,34.5,4,2.0,0.0878,0.0242,0.75,0.042,False,LP,60,3,0,3,False,,218,2,0.0309,OSRM,route_maps/FDR-394.html
R0689,PANJTIRTHI ↔ TALAB TILLO BOHRI,RETAINED_AS_FEEDER,FDR-012,8.015,Urban,552.1,96.6,City_Core,16,24.0,3,1.5,0.8493,0.1927,0.75,0.3908,True,MP,30,4,0,4,False,,184,7,0.0671,OSRM,route_maps/FDR-012.html
R0690,PANJTIRTHI ↔ DIGIANA PULLI,RETAINED_AS_FEEDER,FDR-036,9.329,Urban,688.1,112.1,City_Core,18,27.0,2,1.0,0.9827,0.1543,0.75,0.4264,True,MP,30,4,0,4,False,,253,6,0.0946,OSRM,route_maps/FDR-036.html
R0692,PANJTIRTHI ↔ RAGHOORA,RETAINED_AS_FEEDER,FDR-315,9.719,Urban,577.2,108.3,City_Core,19,28.5,3,1.5,0.3854,0.062,0.75,0.1678,False,LP,60,2,0,2,False,,280,4,0.0456,OSRM,route_maps/FDR-315.html
R0693,PANJTIRTHI ↔ FAWARA CHOWK GREATER KAILASH,RETAINED_AS_FEEDER,FDR-044,13.285,Urban,813.9,152.1,City_Core,26,39.0,6,3.0,0.9498,0.134,0.75,0.4064,True,MP,30,6,0,6,False,,334,8,0.1478,OSRM,route_maps/FDR-044.html
R0695,PANJTIRTHI ↔ FAWARA CHOWK GREATER KAILASH,RETAINED_AS_FEEDER,FDR-099,14.771,Urban,1036.4,186.0,City_Core,29,43.5,13,6.5,0.8351,0.117,0.75,0.357,True,MP,30,7,0,7,False,,508,8,0.048,OSRM,route_maps/FDR-099.html
R0697,PANJTIRTHI ↔ KUNJWANI TALAB,RETAINED_AS_FEEDER,FDR-170,20.375,Peri_Urban,1449.7,248.2,City_Core,40,60.0,9,4.5,0.7089,0.0527,0.75,0.2856,True,MP,30,9,0,9,False,,358,5,0.1189,OSRM,route_maps/FDR-170.html
R0698,PANJTIRTHI ↔ PATTA BOHRI,RETAINED_AS_FEEDER,FDR-028,7.102,Urban,542.3,91.5,City_Core,14,21.0,5,2.5,0.9918,0.188,0.75,0.4424,False,MP,30,4,0,4,False,,157,8,0.1546,OSRM,route_maps/FDR-028.html
R0700,PANJTIRTHI ↔ CHANNI HIMMAT,RETAINED_AS_FEEDER,FDR-199,10.645,Urban,793.2,142.9,City_Core,21,31.5,14,7.0,0.6153,0.0959,0.75,0.2667,False,MP,30,5,0,5,False,,422,7,0.0631,OSRM,route_maps/FDR-199.html
R0702,PANJTIRTHI ↔ GOLE PULLI TALAB TILLO BOHRI,RETAINED_AS_FEEDER,FDR-470,4.997,Urban,365.0,58.7,City_Core,9,13.5,2,1.0,0.9292,0.262,0.75,0.4467,False,MP,30,2,0,2,False,,107,8,0.1929,OSRM,route_maps/FDR-470.html
R0704,PANJTIRTHI ↔ KOOPER,RETAINED_AS_FEEDER,FDR-376,10.309,Urban,683.0,120.5,City_Core,20,30.0,4,2.0,0.1375,0.0305,0.75,0.063,False,LP,60,3,0,3,False,,250,2,0.0344,OSRM,route_maps/FDR-376.html
R0706,PANJTIRTHI ↔ RAILWAY STATION,UPGRADED_TO_TRUNK,CMP-05,6.14,Urban,383.3,69.9,City_Core,12,18.0,2,1.0,0.9328,0.1876,1.25,0.7002,True,HP,10,7,6,1,True,CMP-05,158,5,0.1527,OSRM,route_maps/CMP-05.html
R0707,PANJTIRTHI ↔ KHANNA CHARGAL DHOON,RETAINED_AS_FEEDER,FDR-390,15.126,Peri_Urban,1033.7,177.0,City_Core,30,45.0,2,1.0,0.1038,0.0208,0.75,0.0467,False,LP,60,3,0,3,False,,306,2,0.0301,OSRM,route_maps/FDR-390.html
R0711,PANJTIRTHI ↔ KANNA CHHARGAL,RETAINED_AS_FEEDER,FDR-391,15.126,Peri_Urban,1033.7,177.0,City_Core,30,45.0,2,1.0,0.1038,0.0208,0.75,0.0467,False,LP,60,3,0,3,False,,306,2,0.0301,OSRM,route_maps/FDR-391.html
R0714,PANJTRITHI ↔ JAGTI,RETAINED_AS_FEEDER,FDR-395,11.91,Urban,903.8,146.6,City_Core,23,34.5,4,2.0,0.0878,0.0242,0.75,0.042,False,LP,60,3,0,3,False,,218,2,0.0309,OSRM,route_maps/FDR-395.html
R0715,PANJTRITHI ↔ POLICE POST PONI CHACK SAGI,RETAINED_AS_FEEDER,FDR-023,6.974,Urban,475.5,81.1,City_Core,13,19.5,3,1.5,1.0,0.2177,0.75,0.4566,False,MP,30,3,0,3,False,,157,9,0.1525,OSRM,route_maps/FDR-023.html
R0717,PANJTRITHI ↔ BAHUFORT,RETAINED_AS_FEEDER,FDR-189,5.208,Urban,433.4,67.0,City_Core,10,15.0,2,1.0,0.578,0.1458,0.75,0.2714,False,MP,30,3,0,3,False,,219,5,0.0494,OSRM,route_maps/FDR-189.html
R0719,PANJTRITHI ↔ BATHINDI,RETAINED_AS_FEEDER,FDR-201,8.092,Urban,695.0,117.0,City_Core,16,24.0,12,6.0,0.5953,0.11,0.75,0.2645,False,MP,30,4,0,4,False,,311,6,0.0684,OSRM,route_maps/FDR-201.html
R0720,PANJTRITHI ↔ BATHINDI,RETAINED_AS_FEEDER,FDR-040,8.535,Urban,599.4,105.6,City_Core,17,25.5,5,2.5,0.8592,0.2454,0.75,0.4142,True,MP,30,4,0,4,False,,167,13,0.1473,OSRM,route_maps/FDR-040.html
R0722,PANJTRITHI ↔ JAGTI,RETAINED_AS_FEEDER,FDR-372,5.766,Urban,429.1,73.3,City_Core,11,16.5,5,2.5,0.1282,0.0499,0.75,0.0668,False,LP,60,2,0,2,False,,141,2,0.0412,OSRM,route_maps/FDR-372.html
R0723,PANJTRITHI ↔ BATHINDI,RETAINED_AS_FEEDER,FDR-471,2.835,Urban,275.5,42.2,City_Core,5,7.5,5,2.5,0.8011,0.3694,0.75,0.4389,False,MP,30,2,0,2,False,,57,7,0.2229,OSRM,route_maps/FDR-471.html
R0725,PANTIRATHI ↔ JAGTI MIGRANT CAMP,RETAINED_AS_FEEDER,FDR-379,13.495,Urban,1242.3,187.9,City_Core,26,39.0,10,5.0,0.1303,0.0233,0.75,0.0576,False,LP,60,4,0,4,False,,311,2,0.0298,OSRM,route_maps/FDR-379.html
R0727,PARADE ↔ PALOURA,UPGRADED_TO_TRUNK,CMP-09,6.512,Urban,500.8,85.1,City_Core,13,19.5,5,2.5,0.866,0.1447,1.25,0.6317,False,HP,10,9,8,1,True,CMP-09,157,5,0.1244,OSRM,route_maps/CMP-09.html
R0728,PATTA BOHRI ↔ LAHORI CHAK,RETAINED_AS_FEEDER,FDR-344,12.052,Urban,1205.8,169.8,City_Core,24,36.0,2,1.0,0.3088,0.0,0.75,0.1158,False,LP,60,3,0,3,False,,973,0,0.032,OSRM,route_maps/FDR-344.html
R0729,PATTA BOHRI ↔ GHO MANHASAN SANDWAN,RETAINED_AS_FEEDER,FDR-332,8.632,Urban,819.2,118.4,City_Core,17,25.5,2,1.0,0.3797,0.0,0.75,0.1424,False,LP,60,2,0,2,False,,829,0,0.0402,OSRM,route_maps/FDR-332.html
R0731,POONCH COLONY BANTALAB ↔ SHASTRI NAGAR,RETAINED_AS_FEEDER,FDR-035,12.704,Urban,775.7,148.2,City_Core,25,37.5,8,4.0,0.9386,0.2081,0.75,0.43,True,MP,30,5,0,5,False,,280,12,0.2228,OSRM,route_maps/FDR-035.html
R0732,PRADE GROUND ↔ TOPH SHERKHANIA,RETAINED_AS_FEEDER,FDR-472,4.682,Urban,316.7,56.2,City_Core,9,13.5,3,1.5,0.9732,0.2125,0.75,0.4446,True,MP,30,2,0,2,False,,123,6,0.0968,OSRM,route_maps/FDR-472.html
R0733,PRADE GROUND ↔ TOPH SHERKHANIA,RETAINED_AS_FEEDER,FDR-473,4.681,Urban,316.7,56.2,City_Core,9,13.5,3,1.5,0.9735,0.2125,0.75,0.4448,True,MP,30,2,0,2,False,,123,6,0.0968,OSRM,route_maps/FDR-473.html
R0734,RAIKA ↔ VIJAYPUR,RETAINED_AS_FEEDER,FDR-341,52.36,Regional_District,3512.5,610.7,City_Core,104,156.0,9,4.5,0.3239,0.03,0.75,0.1327,False,LP,90,7,0,7,False,,1172,10,0.024,OSRM,route_maps/FDR-341.html
R0736,RAIPUR ↔ DAHARAN,RETAINED_AS_FEEDER,FDR-303,23.917,Peri_Urban,1762.0,288.7,City_Core,47,70.5,4,2.0,0.4493,0.0306,0.75,0.18,True,MP,30,10,0,10,False,,703,4,0.0603,OSRM,route_maps/FDR-303.html
R0737,RAIPUR JAGGIR ↔ PALOURA,RETAINED_AS_FEEDER,FDR-265,8.226,Urban,774.4,112.9,City_Core,16,24.0,3,1.5,0.5523,0.0255,0.75,0.2167,False,LP,60,2,0,2,False,,378,1,0.0383,OSRM,route_maps/FDR-265.html
R0741,ROOP NAGAR ↔ CHATHA MILL,RETAINED_AS_FEEDER,FDR-157,19.716,Peri_Urban,1367.4,240.0,City_Core,39,58.5,10,5.0,0.6869,0.0876,0.75,0.2904,True,MP,30,8,0,8,False,,310,9,0.1865,OSRM,route_maps/FDR-157.html
R0742,ROOP NAGAR ↔ KANACHAK LALYAL,RETAINED_AS_FEEDER,FDR-213,28.905,Peri_Urban,1868.1,337.2,City_Core,57,85.5,11,5.5,0.6046,0.067,0.75,0.2518,True,MP,30,12,0,12,False,,419,9,0.1209,OSRM,route_maps/FDR-213.html
R0743,ROOP NAGAR ↔ GREATER KAILASH FAWARA CHOWK,RETAINED_AS_FEEDER,FDR-042,18.846,Peri_Urban,1266.7,232.6,City_Core,37,55.5,16,8.0,0.9358,0.1584,0.75,0.4103,True,MP,30,8,0,8,False,,405,12,0.1582,OSRM,route_maps/FDR-042.html
R0744,ROOP NAGAR ↔ SMAILPUR,RETAINED_AS_FEEDER,FDR-110,26.726,Peri_Urban,2208.0,352.2,City_Core,53,79.5,14,7.0,0.787,0.1195,0.75,0.3399,True,MP,30,12,0,12,False,,493,17,0.1604,OSRM,route_maps/FDR-110.html
R0745,ROOP NAGAR ↔ SIMBLE CAMP,RETAINED_AS_FEEDER,FDR-039,5.469,Urban,394.2,68.5,City_Core,10,15.0,6,3.0,0.9454,0.1628,0.75,0.4156,False,MP,30,3,0,3,False,,149,5,0.2632,OSRM,route_maps/FDR-039.html
R0746,ROOP NAGAR ↔ MISHRIWALA,RETAINED_AS_FEEDER,FDR-129,21.546,Peri_Urban,1227.0,244.0,City_Core,43,64.5,11,5.5,0.7618,0.0899,0.75,0.3194,True,MP,30,9,0,9,False,,386,9,0.1582,OSRM,route_maps/FDR-129.html
R0748,ROOP NAGAR HOUSING COLONY ↔ SIMBAL CAMP,RETAINED_AS_FEEDER,FDR-241,24.63,Peri_Urban,1768.2,305.7,City_Core,49,73.5,13,6.5,0.549,0.0723,0.75,0.233,True,MP,30,11,0,11,False,,317,10,0.153,OSRM,route_maps/FDR-241.html
R0750,SANGRAMPUR ↔ PANJTIRTHI,RETAINED_AS_FEEDER,FDR-140,12.983,Urban,1029.5,174.5,City_Core,25,37.5,15,7.5,0.7104,0.117,0.75,0.3103,False,MP,30,6,0,6,False,,204,9,0.0986,OSRM,route_maps/FDR-140.html
R0751,SANIK SCHOOL ↔ NAGROTA BYE PASS,RETAINED_AS_FEEDER,FDR-013,8.914,Urban,600.6,94.6,Peri_Urban,17,25.5,5,2.5,0.8879,0.1175,0.75,0.377,True,MP,30,4,0,4,False,,341,5,0.0823,OSRM,route_maps/FDR-013.html
R0753,SATWARI ↔ HAKKAL,RETAINED_AS_FEEDER,FDR-474,2.424,Urban,261.5,28.7,Peri_Urban,4,6.0,1,0.5,0.4219,0.0,0.75,0.1582,False,LP,60,2,0,2,False,,124,0,0.0534,OSRM,route_maps/FDR-474.html
R0754,SATWARI ↔ RAMBAGH KULLIAN,RETAINED_AS_FEEDER,FDR-385,6.783,Urban,802.4,91.4,Peri_Urban,13,19.5,4,2.0,0.1379,0.0,0.75,0.0517,False,LP,60,2,0,2,False,,127,0,0.0235,OSRM,route_maps/FDR-385.html
R0755,SATWARI ↔ GANDU CHAK,RETAINED_AS_FEEDER,FDR-387,8.235,Urban,861.2,104.6,Peri_Urban,16,24.0,4,2.0,0.1282,0.0,0.75,0.0481,False,LP,60,2,0,2,False,,147,0,0.0244,OSRM,route_maps/FDR-387.html
R0756,SATWARI ↔ RAYA SUCHANI,RETAINED_AS_FEEDER,FDR-214,25.892,Peri_Urban,1541.7,255.3,Peri_Urban,51,76.5,2,1.0,0.5964,0.0718,0.75,0.2506,True,MP,30,9,0,9,False,,663,10,0.1004,OSRM,route_maps/FDR-214.html
R0757,SATWARI ↔ RAIPUR KHARI,RETAINED_AS_FEEDER,FDR-373,5.364,Urban,658.2,69.2,Peri_Urban,10,15.0,0,0.0,0.1726,0.0,0.75,0.0647,False,LP,60,2,0,2,False,,110,0,0.0268,OSRM,route_maps/FDR-373.html
R0759,SATWARI ↔ CHANNI  THALWAL,RETAINED_AS_FEEDER,FDR-406,15.72,Peri_Urban,1869.0,249.3,City_Core,31,46.5,9,4.5,0.0743,0.0,0.75,0.0279,False,LP,60,5,0,5,False,,203,0,0.017,OSRM,route_maps/FDR-406.html
R0760,SATWARI ↔ PHALLA MANDAL,RETAINED_AS_FEEDER,FDR-386,7.323,Urban,903.6,100.3,Peri_Urban,14,21.0,4,2.0,0.1301,0.0,0.75,0.0488,False,LP,60,2,0,2,False,,132,0,0.0223,OSRM,route_maps/FDR-386.html
R0762,SATWARI ↔ LALYAL,RETAINED_AS_FEEDER,FDR-392,7.613,Urban,966.7,106.0,Peri_Urban,15,22.5,3,1.5,0.1153,0.0,0.75,0.0432,True,MP,30,4,0,4,False,,128,0,0.0258,OSRM,route_maps/FDR-392.html
R0763,SATWARI ↔ HAKKAL PEER BABA,RETAINED_AS_FEEDER,FDR-475,2.424,Urban,261.5,28.7,Peri_Urban,4,6.0,1,0.5,0.4219,0.0,0.75,0.1582,False,LP,60,2,0,2,False,,124,0,0.0534,OSRM,route_maps/FDR-475.html
R0764,SATWARI ↔ CHATHA FARM,RETAINED_AS_FEEDER,FDR-188,8.274,Urban,499.5,83.6,Peri_Urban,16,24.0,3,1.5,0.6169,0.1076,0.75,0.2717,True,MP,30,3,0,3,False,,235,4,0.1543,OSRM,route_maps/FDR-188.html
R0766,SATWARI ↔ BHURA CHAK BANDARA CHAK,RETAINED_AS_FEEDER,FDR-384,7.549,Urban,710.8,89.7,Peri_Urban,15,22.5,1,0.5,0.1437,0.0,0.75,0.0539,False,LP,60,2,0,2,False,,146,0,0.0279,OSRM,route_maps/FDR-384.html
R0767,SATWARI ↔ CHANNI THALWAL,RETAINED_AS_FEEDER,FDR-262,14.931,Urban,1186.8,186.0,City_Core,29,43.5,3,1.5,0.5374,0.0473,0.75,0.2193,False,LP,60,4,0,4,False,,370,4,0.0687,OSRM,route_maps/FDR-262.html
R0768,SATWARI ↔ HAKKAL,RETAINED_AS_FEEDER,FDR-476,2.424,Urban,261.5,28.7,Peri_Urban,4,6.0,1,0.5,0.4219,0.0,0.75,0.1582,False,LP,60,2,0,2,False,,124,0,0.0534,OSRM,route_maps/FDR-476.html
R0769,SATWARI ↔ BADYAL,RETAINED_AS_FEEDER,FDR-477,3.654,Urban,358.4,48.3,Peri_Urban,7,10.5,5,2.5,0.6407,0.0,0.75,0.2403,False,LP,60,2,0,2,False,,193,0,0.0856,OSRM,route_maps/FDR-477.html
R0771,SATWARI ↔ RAIPUR KHANDWAL SUJANPUR,RETAINED_AS_FEEDER,FDR-478,2.424,Urban,261.5,28.7,Peri_Urban,4,6.0,1,0.5,0.4219,0.0,0.75,0.1582,False,LP,60,2,0,2,False,,124,0,0.0534,OSRM,route_maps/FDR-478.html
R0773,SATWARI ↔ SAMPURAN PUR PHALAIN MANDAL ROAD,RETAINED_AS_FEEDER,FDR-374,5.466,Urban,549.4,64.3,Peri_Urban,10,15.0,1,0.5,0.1708,0.0,0.75,0.064,False,LP,60,2,0,2,False,,121,0,0.0325,OSRM,route_maps/FDR-374.html
